Site,Sample Date,pH †(Unit),Alkalinity (mg/L CaCO3),Calcium (mg/L),Specific Conductance ( µS/cm), Temperature † (°F),ortho-Phosphate †† (mg/L),Lead (µg/L),Copper (mg/L)
1S03B,12/06/2015,7.5,,,95,51,2.02,,
1S07,12/06/2015,7.32,,,94,51,1.9,,
1SCL1,12/06/2015,7.19,,,455,53,2.35,,
1S03A,01/07/2015,7.25,,,88,39,2.22,,
1S03B,01/07/2015,7.44,,,92,39,2.14,,
1S04,01/07/2015,7.27,,,91,39,2.13,,
1S03A,02/07/2015,7.33,,,90,35,2.05,,
1S03B,02/07/2015,7.5,,,92,35,2.22,,
1S04,02/07/2015,7.44,,,92,36,1.99,,
1S03A,03/07/2015,7.19,,,88,37,1.99,,
1S03B,03/07/2015,7.37,,,88,37,1.97,,
1S04,03/07/2015,7.37,,,91,36,1.89,,
1S03A,04/07/2015,7.25,16,6.81,99,40,2.14,0,0.004
1S03B,04/07/2015,7.36,17.3,6.85,101,40,1.93,0,0.004
1S04,04/07/2015,7.35,,,100,41,1.8,,
1S07*,04/07/2015,7.27,16.4,6.74,99,42,1.92,0,0.007
1S03A,05/07/2015,7.28,,,113,53,2.09,,
1S03B,05/07/2015,7.51,,,117,52,2.19,,
1S04,05/07/2015,7.37,,,116,52,2.12,,
1SCL1,05/07/2015,7.26,,,418,49,2.25,,
1S03A,06/07/2015,7.45,,,100,57,2.15,,
1S03B,06/07/2015,7.63,,,103,56,1.98,,
1S04,06/07/2015,7.38,,,101,56,2.24,,
1SCL1,06/07/2015,7.59,,,336,53,2.24,,
1S03A,07/07/2015,7.45,14.9,6.11,94,60,2.2,0,0.006
1S03B,07/07/2015,7.82,16.7,6.2,100,60,1.98,0,0.009
1S07,07/07/2015,7.5,15.8,6.12,99,62,2.24,0,0.006
1SCL1,07/07/2015,7.51,39.4,14.7,271,54,1.94,0,0.011
1S03A,08/07/2015,7.48,,,102,63,2.23,,
1S03B,08/07/2015,7.6,,,106,64,2.07,,
1S07,08/07/2015,7.43,,,104,64,1.93,,
1SCL1,08/07/2015,7.35,,,423,55,1.81,,
1S03A,09/07/2015,7.47,,,96,66,2.2,,
1S03B,09/07/2015,7.47,,,97,67,1.99,,
1S07,09/07/2015,7.39,,,96,69,1.79,,
1SCL1,09/07/2015,7.29,,,385,59,2.02,,
1S03A,10/07/2015,7.3,15,5.98,90,62,2.11,0,0.006
1S03B,10/07/2015,7.49,15.9,5.99,94,61,2.17,0,0.007
1S07,10/07/2015,7.32,15.6,5.92,93,62,2.41,0,0.008
1SCL1,10/07/2015,7.37,73.6,27.6,510,54,2.22,0,0.007
1S03A,11/07/2015,7.34,,,89,58,2.1,,
1S03B,11/07/2015,7.52,,,92,58,2,,
1S07,11/07/2015,7.37,,,91,58,1.94,,
1SCL1,11/07/2015,7.28,,,518,59,2.1,,
1S03A,12/07/2015,7.32,,,92,53,2.1,,
1S03B,12/07/2015,7.46,,,96,52,2.14,,
1S07,12/07/2015,7.45,,,94,50,1.8,,
1SCL1,12/07/2015,7.24,,,522,54,2.29,,
1S03A,01/08/2015,7.16,,,88,42,2.27,,
1S03B,01/08/2015,7.33,,,91,39,2.45,,
1S04,01/08/2015,7.38,,,90,39,1.9,,
1S03A,02/08/2015,7.32,,,89,38,2.13,,
1S03B,02/08/2015,7.58,,,94,38,2.07,,
1S04,02/08/2015,7.45,,,92,39,1.86,,
1S03A,03/08/2015,7.21,,,89,36,2.12,,
1S03B,03/08/2015,7.36,,,92,36,2.23,,
1S04,03/08/2015,7.41,,,89,36,1.91,,
1S03A,04/08/2015,7.27,,,100,40,2.18,,
1S03B,04/08/2015,7.51,,,103,40,2.06,,
1S04,04/08/2015,7.34,,,101,40,2.07,,
1S03A,05/08/2015,7.21,,,105,54,2.11,,
1S03B,05/08/2015,7.51,,,113,53,2.05,,
1S04,05/08/2015,7.23,,,115,52,2.33,,
1SCL1,05/08/2015,7.37,,,272,50,2.1,,
1S03A,06/08/2015,7.3,,,98,58,2.2,,
1S03B,06/08/2015,7.69,,,100,59,1.96,,
1S04,06/08/2015,7.46,,,101,56,2.14,,
1SCL1,06/08/2015,7.53,,,289,53,2.14,,
1S03A,07/08/2015,7.09,,,96,61,2.18,,
1S03B,07/08/2015,7.41,,,100,61,2.06,,
1S07,07/08/2015,7.42,,,100,61,2.13,,
1SCL1,07/08/2015,7.53,,,342,54,2.18,,
1S03A,08/08/2015,7.57,,,100,65,2.19,,
1S03B,08/08/2015,7.7,,,105,64,2.11,,
1S07,08/08/2015,7.55,,,104,67,2.05,,
1SCL1,08/08/2015,7.39,,,435,54,2.02,,
1S03A,09/08/2015,7.46,,,94,68,2.08,,
1S03B,09/08/2015,7.47,,,96,69,2.02,,
1S07,09/08/2015,7.31,,,94,67,1.98,,
1SCL1,09/08/2015,7.38,,,377,60,2.04,,
1S03A,10/08/2015,7.22,,,88,63,2.19,,
1S03B,10/08/2015,7.29,,,94,62,2.13,,
1S07,10/08/2015,7.16,,,88,62,2.14,,
1SCL1,10/08/2015,7.12,,,506,53,2.16,,
1S03A,11/08/2015,7.36,,,91,56,2.05,,
1S03B,11/08/2015,7.43,,,93,56,2.15,,
1S07,11/08/2015,7.4,,,92,58,2.03,,
1SCL1,11/08/2015,7.33,,,431,57,2.15,,
1S03A,12/08/2015,7.37,,,91,51,2.11,,
1S03B,12/08/2015,7.42,,,94,51,2.25,,
1S07,12/08/2015,7.38,,,94,51,1.95,,
1SCL1,12/08/2015,7.11,,,499,53,2.21,,
19000**,01/09/2015,7.25,,,87,39,2.18,,
1S03B,01/09/2015,7.47,,,91,39,2.12,,
1S04,01/09/2015,7.45,,,91,38,1.98,,
1S03A,02/09/2015,7.38,,,88,38,2.43,,
1S03B,02/09/2015,7.58,,,95,39,2.18,,
1S04,02/09/2015,7.33,,,91,37,2.16,,
1S03A,03/09/2015,7.2,,,89,37,2.1,,
1S03B,03/09/2015,7.48,,,91,37,2.02,,
1S04,03/09/2015,7.35,,,91,37,1.97,,
1S03A,04/09/2015,7.28,,,97,40,2.12,,
1S03B,04/09/2015,7.47,,,102,40,2.01,,
1S04,04/09/2015,7.4,,,101,43,2.18,,
1S03A,05/09/2015,7.24,,,107,51,2.03,,
1S03B,05/09/2015,7.52,,,113,52,1.95,,
1S04,05/09/2015,7.39,,,113,52,1.96,,
1SCL1,05/09/2015,7.5,,,295,50,2.2,,
1S03A,06/09/2015,7.3,,,99,59,2.23,,
1S03B,06/09/2015,7.49,,,102,59,2.09,,
1S04,06/09/2015,7.36,,,101,58,2.01,,
1SCL1,06/09/2015,7.44,,,332,52,2.03,,
1S03A,07/09/2015,7.4,,,94,60,2.19,,
1S03B,07/09/2015,7.67,,,99,60,2.13,,
1S07,07/09/2015,7.44,,,97,61,1.99,,
1SCL1,07/09/2015,7.48,,,332,55,2.14,,
1S03A,08/09/2015,7.35,,,99,68,2.22,,
1S03B,08/09/2015,7.6,,,104,67,2.08,,
1S07,08/09/2015,7.3,,,103,67,2.13,,
1SCL1,08/09/2015,7.32,,,430,54,2,,
1S03A,09/09/2015,7.35,,,94,67,2.15,,
1S03B,09/09/2015,7.38,,,97,67,2.1,,
1S07,09/09/2015,7.35,,,95,68,1.86,,
1SCL1,09/09/2015,7.23,,,359,59,1.99,,
1S03A,10/09/2015,7.31,,,89,62,2.27,,
1S03B,10/09/2015,7.37,,,94,62,2.28,,
1S07,10/09/2015,7.25,,,92,62,2.16,,
1SCL1,10/09/2015,7.21,,,503,54,2.11,,
1S03A,11/09/2015,7.19,,,90,58,2.21,,
1S03B,11/09/2015,7.3,,,94,57,2.19,,
1S07,11/09/2015,7.4,,,91,59,2.41,,
1SCL1,11/09/2015,7.29,,,493,59,2.15,,
1S03A,12/09/2015,7.43,,,91,52,2.07,,
1S03B,12/09/2015,7.39,,,95,50,2.24,,
1S07,12/09/2015,7.41,,,92,51,2.3,,
1SCL1,12/09/2015,7.22,,,463,52,2.35,,
19000**,01/10/2015,7.34,,,86,40,2.13,,
1S03B,01/10/2015,7.56,,,89,40,2.05,,
1S04,01/10/2015,7.44,,,89,39,1.92,,
1S03A,02/10/2015,7.33,,,89,36,2.2,,
1S03B,02/10/2015,7.59,,,92,36,2.06,,
1S04,02/10/2015,7.28,,,91,35,2.14,,
1S03A,03/10/2015,7.13,,,89,37,2.14,,
1S03B,03/10/2015,7.36,,,92,37,2.12,,
1S04,03/10/2015,7.24,,,91,37,1.97,,
1S03A,04/10/2015,7.25,,,99,40,2.09,,
1S03B,04/10/2015,7.54,,,103,40,1.97,,
1S04,04/10/2015,7.44,,,102,41,2.08,,
1S03A,05/10/2015,7.27,,,107,54,2.17,,
1S03B,05/10/2015,7.64,,,114,52,2.1,,
1S04,05/10/2015,7.44,,,114,53,2.18,,
1SCL1,05/10/2015,7.4,,,291,50,2.27,,
1S03A,06/10/2015,7.3,,,100,61,2.17,,
1S03B,06/10/2015,7.48,,,103,59,2.09,,
1S04,06/10/2015,7.38,,,97,57,1.95,,
1SCL1,06/10/2015,7.6,,,290,55,2.11,,
1S03A,07/10/2015,7.36,,,95,61,2.11,,
1S03B,07/10/2015,7.62,,,100,61,2.01,,
1S07,07/10/2015,7.48,,,98,61,2.23,,
1SCL1,07/10/2015,7.49,,,333,55,2.22,,
1S03A,08/10/2015,7.44,,,98,67,2.24,,
1S03B,08/10/2015,7.71,,,104,66,2.06,,
1S07,08/10/2015,7.5,,,103,67,1.98,,
1SCL1,08/10/2015,7.42,,,349,56,1.96,,
1S03A,09/10/2015,7.29,,,93,68,2.19,,
1S03B,09/10/2015,7.33,,,97,69,2.12,,
1S07,09/10/2015,7.32,,,95,68,1.84,,
1SCL1,09/10/2015,7.35,,,452,56,2.06,,
1S03A,10/10/2015,7.18,,,91,62,2.15,,
1S03B,10/10/2015,7.24,,,94,62,2.27,,
1S07,10/10/2015,7.2,,,93,62,1.79,,
1SCL1,10/10/2015,7.14,,,503,54,2.25,,
1S03A,11/10/2015,7.15,,,91,57,2.18,,
1S03B,11/10/2015,7.2,,,94,57,2.14,,
1S07,11/10/2015,7.44,,,92,59,2.37,,
1SCL1,11/10/2015,7.17,,,468,58,1.99,,
1S03A,12/10/2015,7.38,,,92,51,2.31,,
1S03B,12/10/2015,7.49,,,95,52,2.21,,
1S07,12/10/2015,7.34,,,94,51,2.11,,
1SCL1,12/10/2015,7.22,,,462,53,2.35,,
1S03A,01/11/2015,7.3,,,85,38,2.07,,
1S03B,01/11/2015,7.52,,,87,38,2,,
1S04,01/11/2015,7.56,,,88,39,1.89,,
1S03A,02/11/2015,7.43,,,88,36,2.16,,
1S03B,02/11/2015,7.52,,,92,35,2.02,,
1S04,02/11/2015,7.35,,,91,36,2.02,,
1S03A,03/11/2015,7.19,,,89,37,2.16,,
1S03B,03/11/2015,7.41,,,90,37,2.07,,
1S04,03/11/2015,7.21,,,91,37,1.96,,
1S03A,04/11/2015,7.12,,,99,41,2.09,,
1S03B,04/11/2015,7.37,,,101,41,1.81,,
1S04,04/11/2015,7.35,,,102,41,1.84,,
1S03A,05/11/2015,7.25,,,106,56,2.2,,
1S03B,05/11/2015,7.49,,,110,60,2.08,,
1S04,05/11/2015,7.33,,,111,59,1.81,,
1SCL1,05/11/2015,7.23,,,277,50,2.21,,
1S03A,06/11/2015,7.37,,,98,60,2.18,,
1S03B,06/11/2015,7.56,,,101,60,2.04,,
1S04,06/11/2015,7.43,,,100,58,1.94,,
1SCL1,06/11/2015,7.53,,,274,56,1.99,,
1S03A,07/11/2015,7.08,,,96,61,2.08,,
1S03B,07/11/2015,7.29,,,100,62,2,,
1S07,07/11/2015,7.42,,,98,62,1.99,,
1SCL1,07/11/2015,7.57,,,286,56,2.13,,
1S03A,08/11/2015,7.38,,,97,67,2.23,,
1S03B,08/11/2015,7.71,,,102,67,2.07,,
1S07,08/11/2015,7.42,,,101,67,1.91,,
1SCL1,08/11/2015,7.29,,,517,52,2.05,,
1S03A,09/11/2015,7.36,,,93,67,2.09,,
1S03B,09/11/2015,7.39,,,97,67,1.87,,
1S07,09/11/2015,7.28,,,96,67,1.93,,
1SCL1,09/11/2015,7.36,,,360,57,1.84,,
1S03A,10/11/2015,7.27,,,89,63,1.99,,
1S03B,10/11/2015,7.41,,,93,62,1.99,,
1S07,10/11/2015,7.24,,,91,62,2.3,,
1SCL1,10/11/2015,7.2,,,506,55,2.14,,
1S03A,11/11/2015,7.32,,,90,56,2.01,,
1S03B,11/11/2015,7.56,,,94,56,1.96,,
1S07,11/11/2015,7.48,,,92,57,2.21,,
1SCL1,11/11/2015,7.33,,,463,58,2,,
1S03A,12/11/2015,7.37,,,92,51,2.22,,
1S03B,12/11/2015,7.5,,,95,51,2.2,,
1S07,12/11/2015,7.3,,,92,50,2.76,,
1SCL1,12/11/2015,7.19,,,477,52,2.25,,
1S03A,01/12/2015,7.4,,,87,39,2.29,,
1S03B,01/12/2015,7.6,,,92,39,1.99,,
1S04,01/12/2015,7.37,,,90,39,2.23,,
1S03A,02/12/2015,7.39,,,89,35,2.03,,
1S03B,02/12/2015,7.54,,,92,35,2.06,,
1S04,02/12/2015,7.38,,,90,36,1.97,,
1S03A,03/12/2015,7.24,,,89,37,2.22,,
1S03B,03/12/2015,7.32,,,92,36,2.08,,
1S04,03/12/2015,7.22,,,91,37,1.95,,
1S03A,04/12/2015,7.2,,,99,41,2.23,,
1S03B,04/12/2015,7.33,,,102,41,2.29,,
1S04,04/12/2015,7.44,,,102,41,1.97,,
1S03A,05/12/2015,7.24,,,105,54,2.19,,
1S03B,05/12/2015,7.74,,,111,57,2.08,,
1S04,05/12/2015,7.4,,,110,54,1.84,,
1SCL1,05/12/2015,7.29,,,239,52,1.97,,
1S03A,06/12/2015,7.23,,,98,59,2.18,,
1S03B,06/12/2015,7.48,,,103,58,2.13,,
1S04,06/12/2015,7.35,,,101,58,2.02,,
1SCL1,06/12/2015,7.42,,,299,53,2.07,,
1S03A,07/12/2015,7.37,,,96,64,2.13,,
1S03B,07/12/2015,7.67,,,100,62,1.94,,
1S07,07/12/2015,7.49,,,98,62,1.94,,
1SCL1,07/12/2015,7.53,,,352,54,2.15,,
1S03A,08/12/2015,7.33,,,100,67,2.27,,
1S03B,08/12/2015,7.65,,,103,66,1.97,,
1S07,08/12/2015,7.39,,,100,67,2.04,,
1SCL1,08/12/2015,7.42,,,518,51,2.19,,
1S03A,09/12/2015,7.25,,,94,67,2.06,,
1S03B,09/12/2015,7.26,,,98,66,1.99,,
1S07,09/12/2015,7.16,,,97,68,2.22,,
1SCL1,09/12/2015,7.2,,,323,60,2.22,,
1S03A,10/12/2015,7.46,,,88,62,2.11,,
1S03B,10/12/2015,7.47,,,92,61,1.96,,
1S07,10/12/2015,7.31,,,93,63,1.83,,
1SCL1,10/12/2015,7.24,,,507,55,2.22,,
1S03A,11/12/2015,7.33,,,89,58,2.27,,
1S03B,11/12/2015,7.5,,,93,57,2.2,,
1S07,11/12/2015,7.2,,,91,57,1.96,,
1SCL1,11/12/2015,7.25,,,457,59,2.12,,
1S03A,12/12/2015,7.39,,,93,50,2.17,,
1S03B,12/12/2015,7.52,,,96,50,2.18,,
1S07,12/12/2015,7.39,,,94,50,2.16,,
1SCL1,12/12/2015,7.22,,,417,53,2.25,,
1S03A,01/01/2016,7.27,,,89,48,2.17,,
1S03B,01/01/2016,7.59,,,91,48,1.91,,
1S07,01/01/2016,7.33,,,92,48,2.09,,
1SCH4*,01/01/2016,7.4,,,517,52,2.13,,
1S03A,02/01/2016,7.35,,,92,41,2.26,,
1S03B,02/01/2016,7.58,,,95,40,2.23,,
1S07,02/01/2016,7.38,,,91,40,2.03,,
1SCL1,02/01/2016,7.38,,,526,43,2.31,,
1S03A,03/01/2016,7.36,14.6,5.71,91,40,2.26,0,0.004
1S03B,03/01/2016,7.46,13.8,5.74,94,40,2.19,0,0.005
1S07,03/01/2016,7.41,14,5.73,90,39,1.78,0,0.004
1SCL1,03/01/2016,7.13,51.5,22.4,407,42,2.03,0,0.005
1S03A,04/01/2016,7.28,,,91,45,2.04,,
1S03B,04/01/2016,7.48,,,98,46,2.18,,
1S07,04/01/2016,7.47,,,97,46,1.95,,
1SCL1,04/01/2016,7.23,,,401,47,2.12,,
1S03A,05/01/2016,7.26,,,88,51,2.03,,
1S03B,05/01/2016,7.43,,,90,51,1.78,,
1S07,05/01/2016,7.36,,,89,51,1.75,,
1SCL1,05/01/2016,7.17,,,501,49,2.02,,
1S03A,06/01/2016,7.31,,,87,57,2.13,,
1S03B,06/01/2016,7.52,,,91,57,2.06,,
1S07,06/01/2016,7.49,,,85,57,2.03,,
1SCL1,06/01/2016,7.39,,,445,55,2.32,,
1S03A,07/01/2016,7.46,,,88,61,2.12,,
1S03B,07/01/2016,7.67,,,90,61,2.13,,
1S07,07/01/2016,7.38,,,90,64,2.01,,
1SCH3,07/01/2016,7.52,,,89,60,2.2,,
1SCL1,07/01/2016,7.24,,,461,57,2.38,,
1S03A,08/01/2016,7.4,,,100,68,2.36,,
1S03B,08/01/2016,7.62,,,105,68,2.21,,
1S07,08/01/2016,7.27,,,103,69,1.87,,
1SCH3,08/01/2016,7.37,,,104,68,2.13,,
1SCL1,08/01/2016,7.21,,,473,57,2.2,,
1S03A,09/01/2016,7.37,,,91,66,2.32,,
1S03B,09/01/2016,7.47,,,94,66,2.1,,
1S07,09/01/2016,7.35,,,93,68,1.94,,
1SCH3,09/01/2016,7.45,,,94,66,1.92,,
1SCL1,09/01/2016,7.47,,,95,67,1.92,,
1S03A,10/01/2016,7.5,,,88,64,2.29,,
1S03B,10/01/2016,7.62,,,93,65,2.17,,
1S07,10/01/2016,7.38,,,91,65,1.87,,
1SCH3,10/01/2016,7.75,,,92,64,2.1,,
1SCL1,10/01/2016,7.67,,,91,65,2.09,,
1S03A,11/01/2016,7.35,15.9,5.89,91,57,2.16,0,0.006
1S03B,11/01/2016,7.46,17,5.91,95,56,2.04,0,0.008
1S07,11/01/2016,7.33,16.1,5.91,92,57,2.3,0,0.007
1SCH3,11/01/2016,7.54,16.7,6.05,92,58,2.28,0,0.044
1SCL1,11/01/2016,7.22,64.6,28.5,479,55,2.04,0,0.013
1S03A,12/01/2016,7.34,,,92,51,2.11,,
1S03B,12/01/2016,7.51,,,96,51,1.95,,
1S07,12/01/2016,7.41,,,94,51,1.88,,
1SCH3,12/01/2016,7.22,,,498,52,2.2,,
1SCL1,12/01/2016,7.25,,,493,52,2.02,,
1S03A,01/02/2016,7.31,,,90,47,2.11,,
1S03B,01/02/2016,7.45,,,91,47,1.94,,
1S07,01/02/2016,7.34,,,92,47,1.96,,
1SCH4*,01/02/2016,7.33,,,518,49,2.34,,
1S03A,02/02/2016,7.24,14.6,5.84,90,42,2.21,0,0.006
1S03B,02/02/2016,7.41,15.7,5.92,94,41,2.1,0,0.004
1S07,02/02/2016,7.4,15.1,5.87,93,41,2.07,0,0.004
1SCL1,02/02/2016,7.34,67.9,27.9,495,44,2.52,0,0.01
1S03A,03/02/2016,7.37,,,91,39,2.08,,
1S03B,03/02/2016,7.55,,,96,40,1.99,,
1S07,03/02/2016,7.34,,,93,40,1.98,,
1SCL1,03/02/2016,7.28,,,415,42,1.98,,
1S03A,04/02/2016,7.47,,,92,45,2.2,,
1S03B,04/02/2016,7.73,,,97,45,2.06,,
1S07,04/02/2016,7.38,,,94,46,2.42,,
1SCL1,04/02/2016,7.26,,,496,47,2.33,,
1S03A,05/02/2016,7.31,,,89,51,2.25,,
1S03B,05/02/2016,7.48,,,91,52,2.34,,
1S07,05/02/2016,7.32,,,89,52,2.09,,
1SCL1,05/02/2016,7.18,,,497,48,2.16,,
1S03A,06/02/2016,7.38,,,88,57,2,,
1S03B,06/02/2016,7.6,,,93,57,1.98,,
1S07,06/02/2016,7.46,,,88,57,2.02,,
1SCL1,06/02/2016,7.4,,,394,55,2.33,,
1S03A,07/02/2016,7.41,,,86,60,2.13,,
1S03B,07/02/2016,7.57,,,91,61,2.26,,
1S07,07/02/2016,7.5,,,88,66,1.99,,
1SCH3,07/02/2016,7.55,,,90,60,2.09,,
1SCL1,07/02/2016,7.46,,,447,57,2.42,,
1S03A,08/02/2016,7.39,,,102,68,2,,
1S03B,08/02/2016,7.52,,,106,68,2.1,,
1S07,08/02/2016,7.28,,,104,68,1.83,,
1SCH3,08/02/2016,7.5,,,103,67,1.88,,
1SCL1,08/02/2016,7.32,,,465,58,2.32,,
1S03A,09/02/2016,7.34,,,91,67,2.23,,
1S03B,09/02/2016,7.44,,,95,66,2.2,,
1S07,09/02/2016,7.35,,,92,69,1.95,,
1SCH3,09/02/2016,7.41,,,95,66,2.05,,
1SCL1,09/02/2016,7.46,,,96,67,2.06,,
1S03A,10/02/2016,7.47,,,89,64,2.16,,
1S03B,10/02/2016,7.52,,,93,64,2.28,,
1S07,10/02/2016,7.41,,,92,64,1.78,,
1SCH3,10/02/2016,7.76,,,90,64,2.07,,
1SCL1,10/02/2016,7.6,,,91,65,2.07,,
1S03A,11/02/2016,7.34,,,92,58,2.14,,
1S03B,11/02/2016,7.49,,,96,58,2.11,,
1S07,11/02/2016,7.28,,,91,58,2.37,,
1SCH3,11/02/2016,7.56,,,95,57,1.99,,
1SCL1,11/02/2016,7.28,,,506,56,1.8,,
1S03A,12/02/2016,7.24,,,93,50,2.18,,
1S03B,12/02/2016,7.47,,,96,50,2.01,,
1S07,12/02/2016,7.41,,,94,51,2.02,,
1SCH3,12/02/2016,7.21,,,503,52,2.19,,
1SCL1,12/02/2016,7.24,,,500,52,2.2,,
1S03A,01/03/2016,7.11,,,90,48,2.37,,
1S03B,01/03/2016,7.29,,,93,48,2.01,,
1S07,01/03/2016,7.33,,,93,47,2.05,,
1SCH4*,01/03/2016,7.16,,,515,49,2.41,,
1S03A,02/03/2016,7.33,,,90,41,2.33,,
1S03B,02/03/2016,7.48,,,94,41,2.16,,
1S07,02/03/2016,7.3,,,89,40,2.25,,
1SCL1,02/03/2016,7.32,,,519,44,2.41,,
1S03A,03/03/2016,7.42,,,91,39,2.01,,
1S03B,03/03/2016,7.54,,,93,38,1.99,,
1S07,03/03/2016,7.29,,,92,39,2.2,,
1SCL1,03/03/2016,7.45,,,410,42,2.04,,
1S03A,04/03/2016,7.49,,,92,45,2.2,,
1S03B,04/03/2016,7.6,,,97,44,1.94,,
1S07,04/03/2016,7.48,,,97,46,1.88,,
1SCL1,04/03/2016,7.27,,,500,46,2.3,,
1S03A,05/03/2016,7.17,13.4,5.56,88,51,2.17,0,0.004
1S03B,05/03/2016,7.32,14.2,5.51,91,51,2.1,0,0.005
1S07,05/03/2016,7.22,13.5,5.59,89,51,2.04,0,0.007
1SCL1,05/03/2016,7.26,64.1,27.4,505,47,2,0,0.003
1S03A,06/03/2016,7.48,,,88,57,2.08,,
1S03B,06/03/2016,7.62,,,91,57,1.88,,
1S07,06/03/2016,7.33,,,87,57,2.3,,
1SCL1,06/03/2016,7.33,,,416,56,2.45,,
1S03A,07/03/2016,7.55,,,88,61,2.24,,
1S03B,07/03/2016,7.69,,,91,60,2.12,,
1S07,07/03/2016,7.33,,,89,63,2.01,,
1SCH3,07/03/2016,7.58,,,90,61,1.82,,
1SCL1,07/03/2016,7.35,,,425,59,2.35,,
1S03A,08/03/2016,7.34,,,102,68,2.11,,
1S03B,08/03/2016,7.5,,,105,68,2.23,,
1S07,08/03/2016,7.25,,,104,69,2.02,,
1SCH3,08/03/2016,7.44,,,104,67,2.15,,
1SCL1,08/03/2016,7.18,,,474,58,2.33,,
1S03A,09/03/2016,7.38,,,92,66,2.24,,
1S03B,09/03/2016,7.48,,,95,66,2.07,,
1S07,09/03/2016,7.33,,,94,67,2.13,,
1SCH3,09/03/2016,7.44,,,95,65,2.13,,
1SCL1,09/03/2016,7.49,,,95,66,2.13,,
1S03A,10/03/2016,7.4,,,87,64,2.21,,
1S03B,10/03/2016,7.52,,,92,64,2.11,,
1S07,10/03/2016,7.36,,,91,65,2.17,,
1SCH3,10/03/2016,7.48,,,88,64,1.98,,
1SCL1,10/03/2016,7.47,,,89,64,2,,
1S03A,11/03/2016,7.31,,,92,58,2.09,,
1S03B,11/03/2016,7.47,,,94,57,2.02,,
1S07,11/03/2016,7.38,,,91,58,2.24,,
1SCH3,11/03/2016,7.45,,,91,57,1.92,,
1SCL1,11/03/2016,7.21,,,491,55,2.05,,
1S03A,12/03/2016,7.26,,,91,50,2.37,,
1S03B,12/03/2016,7.42,,,93,50,1.93,,
1S07,12/03/2016,7.29,,,93,49,1.98,,
1SCH3,12/03/2016,7.29,,,500,51,2.12,,
1SCL1,12/03/2016,7.26,,,498,51,2.06,,
1S03A,01/04/2016,7.24,,,90,46,2.3,,
1S03B,01/04/2016,7.41,,,94,46,2.27,,
1S07,01/04/2016,7.27,,,92,47,2.19,,
1SCH4*,01/04/2016,7.18,,,518,48,2.22,,
1S03A,02/04/2016,7.31,,,89,40,2.13,,
1S03B,02/04/2016,7.54,,,93,40,1.94,,
1S07,02/04/2016,7.34,,,90,41,1.93,,
1SCL1,02/04/2016,7.3,,,424,43,2.01,,
1S03A,03/04/2016,7.29,,,94,38,2.12,,
1S03B,03/04/2016,7.54,,,96,38,2.07,,
1S07,03/04/2016,7.35,,,94,39,2.19,,
1SCL1,03/04/2016,7.46,,,417,41,2.26,,
1S03A,04/04/2016,7.29,,,94,44,2.09,,
1S03B,04/04/2016,7.4,,,97,44,1.79,,
1S07,04/04/2016,7.38,,,93,46,2.03,,
1SCL1,04/04/2016,7.23,,,501,48,2.28,,
1S03A,05/04/2016,7.34,,,88,51,1.99,,
1S03B,05/04/2016,7.5,,,92,52,2.15,,
1S07,05/04/2016,7.37,,,88,52,2.01,,
1SCL1,05/04/2016,7.22,,,500,47,2.08,,
1S03A,06/04/2016,7.36,,,87,57,2.12,,
1S03B,06/04/2016,7.52,,,88,57,2.16,,
1S07,06/04/2016,7.46,,,88,58,2.08,,
1SCL1,06/04/2016,7.32,,,387,56,2.46,,
1S03A,07/04/2016,7.59,,,87,61,2.18,,
1S03B,07/04/2016,7.54,,,91,61,2.14,,
1S07,07/04/2016,7.33,,,88,64,2.1,,
1SCH3,07/04/2016,7.68,,,90,61,1.95,,
1SCL1,07/04/2016,7.28,,,447,56,2.46,,
1S03A,08/04/2016,7.39,,,102,67,2.2,,
1S03B,08/04/2016,7.51,,,105,68,2.04,,
1S07,08/04/2016,7.33,,,103,69,1.94,,
1SCH3,08/04/2016,7.51,,,102,66,1.76,,
1SCL1,08/04/2016,7.26,,,450,59,2.38,,
1S03A,09/04/2016,7.31,,,91,63,2.07,,
1S03B,09/04/2016,7.42,,,95,65,2.02,,
1S07,09/04/2016,7.25,,,93,66,2,,
1SCH3,09/04/2016,7.43,,,93,64,2,,
1SCL1,09/04/2016,7.43,,,94,64,1.99,,
1S03A,10/04/2016,7.41,,,89,64,2.17,,
1S03B,10/04/2016,7.47,,,92,64,2.06,,
1S07,10/04/2016,7.35,,,91,64,1.96,,
1SCH3,10/04/2016,7.47,,,91,64,1.96,,
1SCL1,10/04/2016,7.45,,,91,64,2.01,,
1S03A,11/04/2016,7.34,,,91,57,2.18,,
1S03B,11/04/2016,7.45,,,95,57,1.92,,
1S07,11/04/2016,7.36,,,94,58,2.04,,
1SCH3,11/04/2016,7.29,,,500,53,2.38,,
1SCL1,11/04/2016,7.29,,,502,53,2.2,,
1S03A,12/04/2016,7.16,,,93,50,2.19,,
1S03B,12/04/2016,7.34,,,93,50,1.83,,
1S07,12/04/2016,7.27,,,95,49,2.03,,
1SCH3,12/04/2016,7.14,,,503,50,2.17,,
1SCL1,12/04/2016,7.15,,,506,51,2.1,,
1S03A,01/05/2016,7.28,15,6.07,90,44,2.42,0,0.005
1S03B,01/05/2016,7.36,16.3,6.19,95,46,2.31,0,0.006
